symbol,cp_time,cp_type,entry_time,entry_price,direction,trade_dir,atr_entry,risk_distance,exit_time,exit_price,exit_reason,hold_bars,gross_R,net_R
BTCUSDT,2022-07-19 12:00:00+00:00,up,2022-07-19 16:00:00+00:00,23117.1,1,-1,697.4002883277444,1046.1004324916166,2022-07-20 12:00:00+00:00,24163.200432491616,atr_trail_or_sl,5,-1.0000000000000009,-1.030937698709211
BTCUSDT,2022-10-04 08:00:00+00:00,up,2022-10-04 12:00:00+00:00,19930.0,1,-1,300.7874665185086,451.1811997777629,2022-10-04 20:00:00+00:00,20381.181199777762,atr_trail_or_sl,2,-0.9999999999999984,-1.0618421157923754
BTCUSDT,2022-11-08 16:00:00+00:00,down,2022-11-08 20:00:00+00:00,18238.0,-1,1,575.5653445487583,863.3480168231374,2022-11-09 08:00:00+00:00,17374.651983176864,atr_trail_or_sl,3,-0.9999999999999987,-1.029574632132652
BTCUSDT,2023-01-29 12:00:00+00:00,up,2023-01-29 16:00:00+00:00,23522.7,1,-1,307.39367412680315,461.0905111902047,2023-01-31 20:00:00+00:00,23271.888196390966,atr_trail_or_sl,13,0.5439535135121704,0.47253200471773915
BTCUSDT,2023-03-09 20:00:00+00:00,down,2023-03-10 00:00:00+00:00,20348.4,-1,1,339.40239839592437,509.10359759388655,2023-03-10 04:00:00+00:00,19839.296402406115,atr_trail_or_sl,1,-1.0000000000000002,-1.055956705343742
BTCUSDT,2023-03-14 08:00:00+00:00,up,2023-03-14 12:00:00+00:00,24747.4,1,-1,627.4794674480614,941.2192011720922,2023-03-14 16:00:00+00:00,25688.619201172092,atr_trail_or_sl,1,-0.9999999999999986,-1.0368100862762402
BTCUSDT,2023-03-17 08:00:00+00:00,up,2023-03-17 12:00:00+00:00,26914.1,1,-1,714.8842256864315,1072.3263385296473,2023-03-18 00:00:00+00:00,27383.9,reversal_invalidation,3,-0.43811289820987087,-0.47325121258874336
BTCUSDT,2023-04-10 16:00:00+00:00,up,2023-04-10 20:00:00+00:00,29164.9,1,-1,302.594877087314,453.892315630971,2023-04-11 00:00:00+00:00,29618.792315630973,atr_trail_or_sl,1,-1.0000000000000022,-1.089957151936447
BTCUSDT,2023-04-26 16:00:00+00:00,down,2023-04-26 20:00:00+00:00,27871.9,-1,1,590.724087833534,886.086131750301,2023-05-01 00:00:00+00:00,28964.694818860666,atr_trail_or_sl,25,1.2332828375296294,1.189245741583977
BTCUSDT,2023-08-09 04:00:00+00:00,up,2023-08-09 08:00:00+00:00,29807.8,1,-1,238.84714211094328,358.2707131664149,2023-08-14 04:00:00+00:00,29422.996380859404,atr_trail_or_sl,29,1.0740582609716582,0.9575795244565242
BTCUSDT,2023-08-17 20:00:00+00:00,down,2023-08-18 00:00:00+00:00,26609.7,-1,1,463.7098803818183,695.5648205727275,2023-08-18 16:00:00+00:00,25914.135179427274,atr_trail_or_sl,4,-0.9999999999999987,-1.0535587466446685
BTCUSDT,2023-09-18 08:00:00+00:00,up,2023-09-18 12:00:00+00:00,27184.6,1,-1,240.00298945625642,360.00448418438464,2023-09-19 08:00:00+00:00,27235.384537898,atr_trail_or_sl,5,-0.1410664036951034,-0.24678297577120978
BTCUSDT,2025-03-04 00:00:00+00:00,down,2025-03-04 04:00:00+00:00,83928.9,-1,1,2621.6868928472613,3932.530339270892,2025-03-07 00:00:00+00:00,86866.81639068139,atr_trail_or_sl,17,0.7470804131738992,0.7172013150200665
BTCUSDT,2025-03-24 16:00:00+00:00,up,2025-03-24 20:00:00+00:00,88162.3,1,-1,909.8259937378638,1364.7389906067956,2025-03-29 20:00:00+00:00,82604.7,time,30,4.07228051535991,3.98184034998798
BTCUSDT,2025-07-25 04:00:00+00:00,up,2025-07-25 08:00:00+00:00,115288.9,1,-1,1417.8690114665076,2126.8035171997612,2025-07-25 20:00:00+00:00,117415.70351719976,atr_trail_or_sl,3,-1.0000000000000002,-1.0758906305611684
BTCUSDT,2025-08-11 00:00:00+00:00,up,2025-08-11 04:00:00+00:00,121700.1,1,-1,1130.9188910460152,1696.3783365690228,2025-08-13 12:00:00+00:00,120883.0501593021,atr_trail_or_sl,14,0.48164364227287326,0.38120605926023055
BTCUSDT,2025-09-10 12:00:00+00:00,up,2025-09-10 16:00:00+00:00,113801.3,1,-1,1009.3688116051837,1514.0532174077757,2025-09-11 20:00:00+00:00,115315.35321740778,atr_trail_or_sl,7,-1.000000000000004,-1.105228678997679
BTCUSDT,2025-10-09 16:00:00+00:00,up,2025-10-09 20:00:00+00:00,120897.6,1,-1,1534.7150867952103,2302.0726301928153,2025-10-10 20:00:00+00:00,116605.2,reversal_invalidation,6,1.8645806147482362,1.791057026578117
BTCUSDT,2025-10-10 20:00:00+00:00,down,2025-10-11 00:00:00+00:00,112715.0,-1,1,2704.5008815134897,4056.7513222702346,2025-10-14 08:00:00+00:00,111204.52114632173,atr_trail_or_sl,20,-0.37233705832207137,-0.4112354248878809
BTCUSDT,2026-01-31 16:00:00+00:00,down,2026-01-31 20:00:00+00:00,77707.9,-1,1,1788.9870379150225,2683.4805568725337,2026-02-02 00:00:00+00:00,75191.75134905436,atr_trail_or_sl,7,-0.9376437047407115,-0.9781847325940269
