symbol,cp_time,cp_type,entry_time,entry_price,direction,trade_dir,atr_entry,risk_distance,exit_time,exit_price,exit_reason,hold_bars,gross_R,net_R
BTCUSDT,2022-01-04 00:00:00+00:00,down,2022-01-04 04:00:00+00:00,46313.95,-1,-1,713.7649532608899,1070.647429891335,2022-01-04 12:00:00+00:00,47384.597429891335,atr_trail_or_sl,2,-1.0000000000000029,-1.0605610476331915
BTCUSDT,2022-01-31 20:00:00+00:00,up,2022-02-01 00:00:00+00:00,38439.04,1,1,792.7350009977495,1189.1025014966242,2022-02-02 12:00:00+00:00,37510.35975051341,atr_trail_or_sl,9,-0.7809925959433599,-0.8262491284393121
BTCUSDT,2022-02-03 04:00:00+00:00,down,2022-02-03 08:00:00+00:00,36995.5,-1,-1,703.3301378760531,1054.9952068140797,2022-02-04 04:00:00+00:00,37985.75166081787,atr_trail_or_sl,5,-0.9386314311401236,-0.9877252086904585
BTCUSDT,2022-02-04 16:00:00+00:00,up,2022-02-04 20:00:00+00:00,40703.33,1,1,894.2593084408182,1341.3889626612274,2022-02-08 12:00:00+00:00,43447.38360233299,atr_trail_or_sl,22,2.045680767261548,2.0031989341868623
BTCUSDT,2022-02-18 00:00:00+00:00,down,2022-02-18 04:00:00+00:00,40677.0,-1,-1,862.1728913725983,1293.2593370588975,2022-02-23 04:00:00+00:00,38121.6,time,30,1.9759377928107111,1.9319034693242019
BTCUSDT,2022-02-28 20:00:00+00:00,up,2022-03-01 00:00:00+00:00,43155.0,1,1,1312.1407900987422,1968.2111851481131,2022-03-03 12:00:00+00:00,42680.84326609767,atr_trail_or_sl,15,-0.24090744808294023,-0.2716038491886242
BTCUSDT,2022-03-05 12:00:00+00:00,down,2022-03-05 16:00:00+00:00,39133.8,-1,-1,955.0101680581279,1432.5152520871918,2022-03-09 00:00:00+00:00,39537.93086162574,atr_trail_or_sl,20,-0.2821127810240861,-0.32035832146086274
BTCUSDT,2022-03-09 16:00:00+00:00,up,2022-03-09 20:00:00+00:00,42200.2,1,1,1027.8251406821607,1541.737711023241,2022-03-10 00:00:00+00:00,40658.462288976756,atr_trail_or_sl,1,-1.0,-1.0383205778632663
BTCUSDT,2022-03-10 12:00:00+00:00,down,2022-03-10 16:00:00+00:00,39154.3,-1,-1,1130.7967882788826,1696.1951824183238,2022-03-14 20:00:00+00:00,39409.71083347395,atr_trail_or_sl,25,-0.1505786811101552,-0.182895728445384
BTCUSDT,2022-03-16 16:00:00+00:00,up,2022-03-16 20:00:00+00:00,40868.4,1,1,1031.5797852018022,1547.3696778027033,2022-03-21 00:00:00+00:00,40903.91587547491,atr_trail_or_sl,25,0.02295241788978289,-0.014023723507305588
